iteration,seed,fold,val_ndcg@10,best_iteration,num_trees
65,107,2,0.4785264384100843,14,14
65,107,3,0.48351989648991234,18,18
65,107,4,0.46465841168028754,8,8
65,107,5,0.4886421026839942,27,27
66,108,1,0.4815705969597232,10,10
66,108,2,0.480565348227517,11,11
66,108,3,0.479529759176726,14,14
66,108,4,0.47414158560386066,18,18
66,108,5,0.4749108713072516,9,9
67,109,1,0.4955390270219798,31,31
67,109,2,0.4865808331083622,20,20
67,109,3,0.48700074889957234,26,26
67,109,4,0.47374946869229734,19,19
67,109,5,0.4723194080634562,7,7
68,110,1,0.48039904406202805,10,10
68,110,2,0.4805974140588241,15,15
68,110,3,0.4816384171717295,17,17
68,110,4,0.4771429112719977,21,21
68,110,5,0.48115857126618355,10,10
69,111,1,0.4914793750604658,28,28
69,111,2,0.48177215033744053,19,19
69,111,3,0.47987029502359213,11,11
69,111,4,0.47584988986885085,28,28
69,111,5,0.478782749847095,13,13
70,112,1,0.48131332042314295,13,13
70,112,2,0.4886465266502191,31,31
70,112,3,0.4858126679515233,32,32
70,112,4,0.4801273705572068,29,29
70,112,5,0.4842648260705429,18,18
71,113,1,0.4929477655717232,23,23
71,113,2,0.4853714191820604,21,21
71,113,3,0.48575214573009146,24,24
71,113,4,0.4775317124856438,23,23
71,113,5,0.4788448765085447,12,12
72,114,1,0.48406361349366606,13,13
72,114,2,0.46899661849478724,7,7
72,114,3,0.4841862694563416,23,23
72,114,4,0.4707553796196392,15,15
72,114,5,0.4859863682900616,22,22
73,115,1,0.4829717128100629,13,13
73,115,2,0.48258756311121026,18,18
73,115,3,0.4798220833750752,15,15
73,115,4,0.47092169558285163,17,17
73,115,5,0.4874500790919874,28,28
74,116,1,0.4858949520528638,14,14
74,116,2,0.489875604817202,35,35
74,116,3,0.48265586765465873,16,16
74,116,4,0.4742617907667422,16,16
74,116,5,0.4844058197560537,21,21
75,117,1,0.4932708907039438,28,28
75,117,2,0.48570786106280817,20,20
75,117,3,0.4848011803408713,25,25
75,117,4,0.4761601640366845,24,24
75,117,5,0.4776970586397246,9,9
76,118,1,0.47900266136784114,7,7
76,118,2,0.4908147808833518,35,35
76,118,3,0.47399731636197395,8,8
76,118,4,0.4703945472288998,15,15
76,118,5,0.4737527728356989,8,8
77,119,1,0.49158379049040857,20,20
77,119,2,0.48663910873853283,25,25
77,119,3,0.4805379219365624,13,13
77,119,4,0.4806877008960435,29,29
77,119,5,0.4761479904264468,10,10
78,120,1,0.4948537149222929,29,29
78,120,2,0.48203520625169166,19,19
78,120,3,0.4867877111255289,25,25
78,120,4,0.47723489968260296,22,22
78,120,5,0.4755623159262355,9,9
79,121,1,0.48934620238145987,24,24
79,121,2,0.47571100322432086,10,10
79,121,3,0.47955073762577544,15,15
79,121,4,0.47124306166203356,19,19
79,121,5,0.45804015384215224,4,4
80,122,1,0.48121362458398304,9,9
80,122,2,0.4911813427891196,34,34
80,122,3,0.48797126654189904,28,28
80,122,4,0.47592376299098565,26,26
80,122,5,0.47376583416998796,9,9
81,123,1,0.4835241015469191,15,15
81,123,2,0.48658390370266685,21,21
81,123,3,0.4832563650898216,21,21
81,123,4,0.4721189585487817,13,13
81,123,5,0.4796066379984286,13,13
82,124,1,0.4948352131897579,30,30
82,124,2,0.4827245416168359,15,15
82,124,3,0.481853867309318,15,15
82,124,4,0.4739151847483873,15,15
82,124,5,0.4821966706717259,14,14
83,125,1,0.48118804950822847,9,9
83,125,2,0.47485602652718667,8,8
83,125,3,0.4718644858339925,9,9
83,125,4,0.4766312398224675,24,24
83,125,5,0.47716765074183354,10,10
84,126,1,0.48494154638665526,13,13
84,126,2,0.4846794332009992,21,21
84,126,3,0.47803336260765567,11,11
84,126,4,0.4721018868931032,17,17
84,126,5,0.48952386881527743,26,26
85,127,1,0.4805909084373817,9,9
85,127,2,0.490060396646379,31,31
85,127,3,0.4812678519368749,15,15
85,127,4,0.48017417717587074,35,35
85,127,5,0.4743545981956914,9,9
86,128,1,0.49185686537406903,21,21
86,128,2,0.4849403055296281,20,20
86,128,3,0.4858395728463047,22,22
86,128,4,0.47898454781704564,22,22
86,128,5,0.48819375236150087,19,19
87,129,1,0.48685028049082496,15,15
87,129,2,0.48304550330981394,19,19
87,129,3,0.4853942936760027,27,27
87,129,4,0.47314094257816525,16,16
87,129,5,0.4831504189207635,16,16
88,130,1,0.48363755593203234,13,13
88,130,2,0.48725913284764655,32,32
88,130,3,0.4859841943700301,28,28
88,130,4,0.47517621094837525,20,20
88,130,5,0.48927141173222854,27,27
89,131,1,0.4836452347887241,11,11
89,131,2,0.4824300447965309,17,17
89,131,3,0.4866556986908429,28,28
89,131,4,0.46348851196107305,5,5
89,131,5,0.46748144562414723,5,5
90,132,1,0.48295357804926387,9,9
90,132,2,0.48707889492391687,23,23
90,132,3,0.48586224628698244,21,21
90,132,4,0.47159695481228414,14,14
90,132,5,0.4894020114416098,27,27
91,133,1,0.49108634377185456,19,19
91,133,2,0.48435285582223525,18,18
91,133,3,0.4794700376983604,11,11
91,133,4,0.47092834864427763,11,11
91,133,5,0.4815929154333183,13,13
92,134,1,0.4880897638097676,19,19
92,134,2,0.4867199335115004,25,25
92,134,3,0.48795707502215363,30,30
92,134,4,0.4727470470116255,15,15
92,134,5,0.4767964604777301,11,11
93,135,1,0.4934892324216387,26,26
93,135,2,0.4853962141105125,20,20
93,135,3,0.4774787689199875,13,13
93,135,4,0.47699179089233223,23,23
93,135,5,0.49302407354371214,31,31
94,136,1,0.48538110025984466,13,13
94,136,2,0.4825524177472924,15,15
94,136,3,0.46998073974246557,7,7
94,136,4,0.46609319331707416,7,7
94,136,5,0.48305226509445165,15,15
95,137,1,0.4906842697249245,25,25
95,137,2,0.48487677049659966,22,22
95,137,3,0.48281127725792816,17,17
95,137,4,0.4829095276150798,44,44
95,137,5,0.4831244805253445,16,16
96,138,1,0.4884438253019538,13,13
96,138,2,0.48786151454940574,30,30
96,138,3,0.4802099564553839,18,18
96,138,4,0.4689323348666837,11,11
96,138,5,0.4799742224702987,9,9
97,139,1,0.4871465386570933,15,15
97,139,2,0.469321888411701,7,7
97,139,3,0.4644738464494634,5,5
97,139,4,0.4618504967793761,7,7
97,139,5,0.48293192683769315,16,16
98,140,1,0.49744628363208737,37,37
98,140,2,0.4855031612316741,22,22
98,140,3,0.48718866477988043,35,35
98,140,4,0.4833433220554516,41,41
98,140,5,0.4912499022941806,39,39
99,141,1,0.4829612434887161,15,15
99,141,2,0.4904498403809173,29,29
99,141,3,0.4878805337240997,31,31
99,141,4,0.4781159179740598,33,33
99,141,5,0.48118664778960885,19,19
